Type,Dedicated Graphic Memory Capacity,SSD,RAM (in GB),Expandable Memory,Touchscreen,Screen Size (in inch),screen_resolution,Storage,CPU_ranking,gpu_benchmark,ram_type_tokenized,Price(RM),Refresh_Rate
2,0.0,1,8,1,0,15.6,1080,256,362,5.05,4,2199.45,1
2,0.0,1,4,0,0,14.0,720,128,880,3.5,4,1181.95,1
1,6.0,1,16,1,0,15.6,1440,1000,48,132.0,4,7809.45,2
2,0.0,1,8,1,0,14.0,1080,1256,362,5.05,4,2391.95,1
2,0.0,1,8,1,0,14.0,1080,1256,108,17.5,4,2914.45,1
2,0.0,1,8,0,0,14.0,1080,512,187,5.05,4,2963.4,1
3,0.0,1,16,0,1,14.0,1080,512,108,17.5,4,5169.94,1
4,0.0,0,4,0,1,11.6,720,64,707,1.0,6,1099.45,1
2,0.0,1,8,1,0,15.6,1080,512,108,17.5,4,3134.94,1
2,0.0,1,8,1,0,13.3,1440,512,148,33.0,4,5664.45,1
2,0.0,1,8,1,0,13.3,1440,1000,148,33.0,4,8249.45,1
2,0.0,1,8,1,0,13.3,1440,512,148,33.0,4,5664.45,1
2,0.0,0,4,0,0,14.0,720,1000,590,102.0,4,1204.28,1
1,6.0,1,16,1,0,15.6,1080,1000,64,132.0,4,6049.45,2
4,0.0,0,4,0,1,11.6,720,64,745,1.53,5,1209.45,1
4,0.0,0,4,0,0,11.6,720,32,745,3.07,5,1099.45,1
4,0.0,0,4,0,0,15.6,720,64,745,3.07,5,1127.44,1
1,8.0,1,16,1,0,15.6,1440,1000,64,154.0,4,8716.95,2
4,0.0,0,4,0,1,14.0,720,64,745,3.07,5,1264.45,1
4,0.0,0,4,0,0,14.0,720,64,745,3.07,5,1099.45,1
1,4.0,1,32,1,1,13.4,2160,1000,48,59.9,6,13199.45,2
4,0.0,0,4,0,1,15.6,1080,64,745,3.07,5,1319.45,1
1,4.0,1,16,1,0,15.6,1080,512,64,72.6,4,4889.5,2
2,0.0,0,4,0,0,11.6,720,64,745,1.53,4,1154.45,1
1,4.0,1,8,0,0,15.6,1080,512,87,59.9,4,4179.94,2
2,0.0,1,8,0,0,14.1,1080,1000,87,102.0,4,3794.45,1
2,0.0,0,4,0,0,14.0,720,1000,590,1.87,4,1489.95,1
2,0.0,1,8,1,0,14.0,1080,512,108,17.5,4,2804.45,1
1,4.0,1,8,1,0,15.6,1080,512,187,59.9,4,3601.95,2
1,4.0,1,8,1,0,15.6,1080,1256,87,72.6,4,4014.45,2
2,0.0,1,16,1,0,14.0,1080,512,108,17.5,4,4001.14,1
2,0.0,1,8,1,0,14.0,1080,512,87,102.0,4,3271.95,1
1,4.0,1,16,1,0,15.6,1080,1000,64,72.6,4,5609.45,2
2,0.0,1,8,0,0,14.0,1080,512,87,102.0,4,3244.45,1
2,0.0,0,4,0,0,14.0,720,1000,880,6.8,4,1541.16,1
2,0.0,1,8,0,0,15.6,1080,512,540,5.05,4,2336.95,1
3,2.0,1,16,1,1,14.0,1080,512,108,17.5,4,4619.45,1
2,2.0,1,8,0,0,15.6,1080,1256,187,16.5,4,3079.45,1
2,0.0,1,16,1,0,15.3,1080,512,108,17.5,4,3794.45,1
2,0.0,1,8,1,0,15.6,1080,512,87,83.3,4,3271.95,1
2,2.0,1,16,1,0,15.6,1080,512,108,33.8,4,3959.28,1
4,0.0,1,16,1,0,15.6,1080,512,108,17.5,4,3954.5,1
2,2.0,1,16,1,0,14.0,1440,512,108,17.5,4,4894.45,1
2,0.0,1,16,1,1,13.4,2160,1000,61,17.5,6,9998.45,1
4,0.0,1,16,1,0,17.3,1080,512,87,102.0,4,4290.0,2
1,4.0,1,8,1,0,15.6,1080,512,87,41.8,4,3464.45,2
3,0.0,1,16,1,1,14.0,1080,512,108,17.5,4,4344.45,1
3,0.0,1,8,1,1,14.0,1080,512,108,17.5,4,3898.95,1
1,4.0,1,8,1,0,15.6,1080,1000,61,72.6,4,6049.45,2
1,4.0,0,8,0,0,15.6,1080,1000,187,36.4,4,3051.95,2
1,4.0,1,16,1,0,15.6,1080,512,187,59.9,4,4129.95,2
1,4.0,1,16,1,0,15.6,1080,512,187,59.9,4,4234.45,2
1,4.0,1,16,1,1,13.4,1080,1000,48,59.9,6,6049.45,2
1,4.0,1,8,1,0,17.3,1080,1000,108,72.6,4,4344.45,2
1,4.0,1,8,1,0,15.6,1080,512,187,59.9,4,3629.45,2
1,6.0,1,16,0,0,15.6,1080,1000,61,132.0,4,7094.45,2
2,0.0,0,8,0,0,15.6,1080,1000,540,5.05,4,2034.45,1
2,2.0,1,8,1,0,15.6,1080,1256,108,33.8,4,3244.45,1
2,2.0,1,16,0,0,15.6,1080,512,108,33.8,4,3684.45,1
2,0.0,1,4,1,0,14.0,1080,1256,540,5.05,4,2041.93,1
1,4.0,1,8,1,0,15.6,1080,512,87,59.9,4,3409.45,1
3,0.0,1,8,1,1,14.0,1080,512,87,83.3,4,3821.95,1
3,2.0,1,8,1,1,14.0,1080,512,108,17.5,4,4399.45,1
2,0.0,1,8,1,0,14.0,1080,256,362,5.05,4,2832.44,1
2,0.0,1,16,0,0,15.6,1080,512,108,17.5,4,3409.45,1
1,6.0,1,16,0,0,15.6,1080,512,109,132.0,4,3849.45,2
1,4.0,1,8,0,0,15.6,1080,1256,109,36.4,4,3024.45,2
4,2.0,1,8,0,0,15.6,1080,512,187,14.5,4,3574.45,1
1,4.0,1,8,0,0,15.6,1080,512,187,41.8,4,3767.44,2
2,0.0,1,8,1,0,15.6,1080,512,108,17.5,4,2969.45,1
2,0.0,1,8,1,0,14.0,1080,256,362,5.05,4,2408.45,1
2,0.0,1,8,0,0,14.0,1080,512,87,102.0,4,3244.45,1
2,0.0,1,8,0,0,14.0,1080,512,64,102.0,4,3299.45,1
1,4.0,1,16,1,0,15.6,1080,1256,64,41.8,4,4179.45,2
1,6.0,1,16,1,0,15.6,1080,512,108,132.0,4,4949.45,2
2,0.0,1,8,0,0,14.0,1080,512,87,102.0,4,3244.45,1
2,0.0,1,8,0,0,15.6,1080,512,108,17.5,4,3189.45,1
2,0.0,1,16,0,1,14.0,1080,1024,187,5.05,4,8547.6,1
2,0.0,1,16,0,0,14.0,1080,512,108,17.5,4,4509.94,1
2,0.0,1,16,1,1,14.0,1080,1000,61,17.5,4,5334.45,1
2,0.0,1,8,0,0,15.6,1080,256,108,17.5,4,2666.95,1
1,4.0,1,8,1,0,14.0,1080,1000,24,72.6,4,6072.0,2
4,2.0,1,8,0,0,15.6,1080,512,108,17.5,4,4624.73,1
2,0.0,1,8,0,0,15.6,1080,512,108,17.5,4,3739.45,1
4,0.0,1,8,0,0,15.6,720,512,362,5.05,4,2557.39,1
1,4.0,1,8,1,0,15.6,1080,512,187,59.9,4,2969.45,2
1,4.0,1,8,1,0,15.6,1080,1256,206,59.9,4,3970.94,1
2,0.0,1,8,0,0,14.0,1080,512,61,17.5,4,4289.45,1
2,0.0,1,8,0,0,15.6,1080,512,108,17.5,4,3629.45,1
4,0.0,1,16,0,0,15.6,1080,512,108,17.5,4,4289.45,1
2,0.0,1,8,0,1,14.0,1080,1024,187,5.05,4,6896.67,1
2,0.0,1,8,0,0,17.3,1080,1256,87,102.0,4,3453.45,1
2,0.0,1,16,0,0,13.3,1080,1000,61,17.5,6,5664.45,1
4,0.0,0,4,1,0,15.6,720,1000,579,102.0,4,1539.45,1
4,0.0,0,4,1,0,15.6,1080,1000,579,102.0,4,1533.95,1
2,0.0,1,16,1,0,13.3,1080,512,108,17.5,6,6307.95,1
2,0.0,1,4,0,0,14.0,1080,256,362,5.05,4,1924.45,2
2,0.0,1,8,1,0,14.0,1080,1256,108,17.5,4,3409.45,1
2,0.0,1,4,1,0,14.0,1080,256,540,5.05,4,1983.14,1
1,4.0,1,8,1,0,15.6,1080,1256,187,59.9,4,3794.94,2
1,4.0,1,8,0,0,15.6,1080,1256,87,59.9,4,3519.45,2
2,0.0,1,8,0,0,14.0,1080,512,108,17.5,4,3134.45,1
2,0.0,1,16,0,0,15.6,1080,512,64,102.0,4,3739.45,1
4,0.0,0,4,1,0,15.6,720,1000,579,102.0,4,1539.45,1
1,4.0,1,8,0,0,15.6,1080,512,187,41.8,4,3629.45,2
2,0.0,1,4,0,0,14.0,1080,1256,362,5.05,4,2371.93,1
1,4.0,1,8,1,0,15.6,1080,512,187,59.9,4,3024.45,1
1,4.0,1,16,1,0,15.6,1080,1000,97,41.8,4,5092.45,2
1,4.0,1,8,1,0,14.0,1080,512,180,41.8,4,4647.5,2
3,0.0,1,8,0,1,14.0,1080,512,87,102.0,4,3464.45,1
1,6.0,1,16,0,0,15.6,1080,512,109,76.5,4,4179.45,2
2,0.0,1,8,0,0,14.0,1080,512,87,102.0,6,4289.45,1
2,0.0,1,8,1,0,14.0,1080,512,108,17.5,4,3535.95,1
3,0.0,1,8,1,1,14.0,1080,512,108,17.5,4,4014.45,1
2,2.0,1,8,1,0,15.6,1080,1256,108,16.5,4,3739.94,1
2,0.0,1,4,1,0,14.9,1080,1256,108,17.5,4,3079.45,1
1,6.0,1,16,1,0,15.6,1080,512,108,132.0,4,4894.45,2
2,0.0,1,8,0,0,15.6,1080,256,540,5.05,4,2226.95,1
2,0.0,0,8,1,0,15.6,1080,1000,362,5.05,4,2474.95,1
2,0.0,1,8,1,0,14.0,720,256,362,5.05,4,2441.45,1
4,0.0,1,16,0,0,14.0,1080,512,61,17.5,4,5664.94,1
2,0.0,1,16,0,0,13.3,1440,1000,61,17.5,6,6049.45,1
4,0.0,1,8,0,0,13.3,1080,512,187,4.23,1,5224.45,1
4,0.0,0,8,0,0,15.6,1080,1000,362,4.23,4,2364.45,1
1,4.0,1,8,0,0,15.6,1080,1256,97,36.4,4,3711.95,2
2,0.0,1,8,0,0,14.0,1080,256,362,5.05,4,2089.95,1
1,6.0,1,16,1,0,15.6,1080,1256,64,132.0,4,5224.45,2
2,2.0,1,16,0,1,14.0,1080,1000,61,17.5,6,7534.45,1
1,4.0,1,8,1,0,15.6,1080,1000,187,41.8,4,4289.45,1
3,0.0,1,8,1,1,14.0,1080,512,362,5.05,4,3464.45,1
2,0.0,1,16,0,0,14.0,1080,512,108,17.5,6,4426.95,1
2,0.0,1,8,1,0,15.6,1080,512,87,102.0,4,2831.95,1
1,4.0,1,16,1,1,13.4,1080,1000,64,59.9,6,5499.45,2
2,0.0,1,8,0,0,14.0,1080,512,61,17.5,4,3904.45,1
1,4.0,1,16,1,1,13.4,2160,1000,48,59.9,6,6599.45,2
1,4.0,1,32,1,1,13.4,2160,1000,48,59.9,6,7149.45,2
4,0.0,1,8,0,0,15.6,1080,512,108,5.05,4,3629.45,1
2,2.0,1,8,1,0,15.6,1080,512,108,33.8,4,4207.44,1
3,0.0,1,8,0,1,13.3,1080,512,108,17.5,4,4399.45,1
2,0.0,0,4,0,0,15.6,720,1000,540,5.05,4,1869.45,1
1,4.0,1,8,0,0,15.6,1080,512,187,59.9,4,3299.45,2
1,4.0,1,8,0,0,15.6,1080,512,206,59.9,4,3024.45,1
1,6.0,1,16,0,0,15.6,1080,512,108,132.0,4,4811.95,2
1,6.0,1,16,0,0,15.6,1080,1256,97,88.7,4,7286.95,2
2,0.0,1,4,0,0,15.6,1080,256,560,102.0,4,1814.45,1
2,0.0,1,8,0,0,14.0,1080,512,108,17.5,4,3217.39,1
2,0.0,1,8,0,0,15.6,1080,512,108,17.5,4,3024.45,1
2,0.0,0,8,1,0,15.6,1080,1000,560,83.3,4,2199.45,1
1,4.0,1,8,1,0,15.6,1080,1256,87,59.9,4,3354.45,1
2,0.0,0,8,1,0,14.0,1080,1000,362,5.05,4,2254.45,1
2,0.0,1,8,0,0,14.0,1080,512,87,102.0,4,2854.5,1
2,2.0,1,8,1,0,14.0,1080,512,108,16.5,4,3062.95,1
2,2.0,1,8,1,0,15.6,1080,512,108,17.5,4,3354.45,1
2,0.0,1,8,1,0,15.6,1080,512,64,102.0,4,3189.45,1
2,0.0,1,8,1,0,15.6,1080,512,87,102.0,4,2749.45,1
2,0.0,0,8,1,0,14.0,720,1000,123,4.82,4,2364.45,1
2,2.0,1,16,0,1,14.0,1080,512,108,33.8,6,6324.45,1
2,0.0,1,8,0,0,15.6,1080,512,330,10.6,4,2969.45,1
2,0.0,1,8,0,0,14.0,720,512,108,17.5,4,3492.5,1
2,0.0,1,8,0,1,14.0,1080,512,108,17.5,6,5609.45,1
2,0.0,1,8,0,0,15.6,1080,1256,87,3.71,4,4130.5,1
2,0.0,1,8,0,0,14.0,1080,512,362,5.05,4,2584.45,1
2,0.0,1,8,0,0,15.6,1080,512,87,102.0,4,2694.94,1
1,6.0,1,16,1,0,15.6,1080,1256,97,132.0,4,5499.45,2
2,0.0,0,8,1,0,15.6,1080,1000,540,5.05,4,2365.0,1
3,0.0,1,8,0,1,13.3,1080,512,108,17.5,4,4399.45,1
4,0.0,1,4,0,0,15.6,1080,256,362,5.05,4,2474.45,1
4,0.0,1,8,0,0,15.6,1080,512,108,5.05,4,3656.95,1
2,0.0,1,16,1,0,13.3,1080,1000,61,17.5,6,6736.84,1
4,0.0,0,4,0,1,11.6,720,64,707,1.0,4,1126.95,1
1,6.0,1,16,1,0,15.6,1080,1256,87,132.0,4,5224.45,2
4,0.0,0,8,0,0,14.0,1080,1000,108,4.23,4,3244.45,1
4,0.0,1,8,0,0,14.0,1080,1256,187,4.23,4,3244.94,1
1,8.0,1,16,0,0,15.6,1080,1000,74,93.7,4,14629.89,1
2,0.0,1,8,0,0,15.6,1080,256,362,5.05,4,2524.5,1
4,2.0,0,4,0,0,14.0,1080,1000,428,132.0,4,3079.94,1
3,0.0,1,16,0,1,13.3,1080,512,64,102.0,4,4399.45,1
3,0.0,1,16,0,1,14.0,1080,512,61,17.5,4,4509.45,1
4,0.0,1,8,0,0,14.0,1080,512,187,5.05,4,3106.95,1
2,0.0,0,8,1,0,15.6,1080,1000,362,5.05,4,2402.95,1
2,0.0,1,8,1,0,14.0,1080,256,362,5.05,4,2089.45,1
2,0.0,1,4,0,0,15.6,1080,256,560,102.0,4,1786.95,1
1,4.0,1,8,1,0,15.6,1080,512,64,59.9,4,4510.0,2
1,6.0,1,16,1,0,15.6,1080,512,187,76.5,4,4564.45,2
2,0.0,1,8,0,0,15.6,1080,512,362,5.05,4,2464.0,1
2,2.0,1,16,0,0,14.0,1080,512,108,33.8,4,4124.45,1
2,0.0,1,8,0,0,15.6,1080,512,108,17.5,4,3355.0,1
2,0.0,1,8,0,0,15.6,1080,512,362,5.05,4,2689.5,1
2,0.0,1,8,1,0,15.6,1080,512,108,17.5,4,3321.45,1
3,0.0,1,8,0,1,14.0,1080,512,362,5.05,4,3184.44,1
3,0.0,1,8,0,1,14.0,1080,512,362,5.05,4,2969.45,1
2,0.0,1,8,1,0,13.3,1440,512,148,33.0,4,5664.45,1
1,4.0,1,8,1,0,15.6,1080,512,87,59.9,4,3024.45,1
3,0.0,1,8,0,1,14.0,1080,256,362,5.05,4,2859.45,1
3,0.0,1,8,1,1,14.0,1080,512,362,5.05,4,3051.95,1
2,2.0,1,8,1,0,15.6,1080,1256,187,14.5,4,3347.85,1
3,0.0,1,16,0,1,14.0,2160,1000,61,17.5,6,9294.89,1
4,0.0,1,8,0,0,13.3,720,512,108,4.23,4,5170.0,1
4,0.0,0,8,0,0,14.96,1080,1000,540,5.05,4,2314.95,1
3,0.0,1,16,0,1,14.0,1080,512,61,17.5,4,5499.45,1
1,4.0,1,8,1,0,15.6,1080,1256,206,59.9,4,3541.45,2
2,0.0,0,8,1,0,14.0,1080,1000,108,17.5,4,2859.45,1
4,0.0,1,4,1,0,15.0,1080,256,540,5.05,4,2171.95,1
2,0.0,1,8,1,0,14.0,1080,256,540,5.05,4,2089.45,1
2,2.0,1,8,0,0,14.0,1080,512,97,17.5,4,3299.45,1
1,4.0,1,8,1,0,15.6,1080,512,187,41.8,4,3519.45,2
2,2.0,0,8,1,0,15.6,1080,1000,108,17.5,4,2996.95,1
3,0.0,1,8,1,1,14.0,1080,256,362,5.05,4,2969.45,1
2,0.0,0,8,1,0,14.0,1080,1000,540,5.05,4,2254.45,1
4,0.0,1,8,1,0,15.6,1080,1256,560,93.9,4,2281.95,1
2,0.0,0,8,0,0,15.6,1080,1000,187,5.05,4,2474.45,1
2,0.0,0,8,0,0,15.6,1080,1000,540,5.05,4,2204.95,1
2,0.0,1,8,0,0,15.6,1080,1256,187,5.05,4,2804.45,1
3,4.0,1,8,0,1,14.0,1080,512,108,18.0,6,4069.45,1
4,0.0,1,8,0,0,14.0,1080,256,540,5.05,4,2199.45,1
2,0.0,0,8,1,0,15.6,1080,1000,362,5.05,4,2474.45,1
4,0.0,1,8,0,0,14.0,1080,512,540,5.05,4,2611.95,1
4,4.0,1,16,0,1,15.6,1080,1000,61,42.0,4,8524.45,1
3,0.0,1,8,1,1,14.0,1080,512,108,17.5,4,3755.95,1
3,0.0,1,4,1,1,14.0,1080,512,362,5.05,4,3234.0,1
2,0.0,1,8,1,0,13.3,1080,512,108,17.5,6,6379.45,1
1,4.0,1,8,1,0,15.6,1080,1256,87,59.9,4,3436.95,2
4,2.0,1,8,1,0,15.6,1080,1256,167,4.82,4,3134.56,2
2,0.0,0,8,1,0,15.6,1080,1000,362,5.05,4,2199.45,1
2,0.0,1,8,0,0,14.0,1080,512,167,4.82,4,3458.95,1
2,2.0,1,8,1,0,14.5,1440,512,108,17.5,6,4784.45,1
1,8.0,1,16,1,0,15.6,1080,2000,97,78.4,4,8799.45,1
1,4.0,1,8,1,0,15.6,1080,512,87,41.8,4,4179.94,2
2,0.0,1,8,1,0,15.6,1080,512,187,5.05,4,2750.06,1
4,2.0,0,8,1,0,15.6,1080,1000,187,16.5,4,2529.45,1
2,0.0,1,4,0,0,14.0,1080,256,362,5.05,4,2309.45,1
2,0.0,1,8,0,0,14.0,1080,512,108,17.5,4,3299.45,1
2,0.0,1,8,0,0,15.6,1080,512,75,10.9,4,3189.45,1
2,0.0,1,8,1,0,13.3,1440,512,148,33.0,4,7039.45,1
2,0.0,1,8,1,0,13.3,1440,256,148,33.0,4,5939.45,1
2,0.0,1,8,0,0,15.6,1080,512,330,10.6,4,2727.45,1
2,0.0,1,8,1,0,13.3,1440,256,148,33.0,4,4839.45,1
2,0.0,1,8,0,0,15.6,1080,512,75,10.9,4,3134.45,1
2,0.0,1,8,0,0,15.6,1080,512,330,10.6,4,2804.45,1
2,0.0,1,8,1,0,13.3,1440,256,148,33.0,4,4839.45,1
2,0.0,1,8,1,0,13.3,1440,256,148,33.0,4,5939.45,1
2,0.0,1,8,1,0,13.3,1440,512,148,33.0,4,5774.45,1
2,0.0,1,8,1,0,13.3,1440,512,148,33.0,4,7039.45,1
2,0.0,1,8,0,0,14.0,1080,512,64,102.0,4,3024.45,1
1,4.0,1,8,1,0,15.6,1080,512,330,41.8,4,2859.45,1
1,4.0,1,8,1,0,15.6,1080,512,330,41.8,4,2859.45,1
2,0.0,1,16,0,1,14.0,1080,1000,61,17.5,6,5125.45,1
3,0.0,1,8,1,1,13.6,1080,512,187,5.05,4,3629.45,1
2,2.0,1,8,0,0,14.0,1080,512,187,10.4,4,3354.45,1
4,0.0,0,8,1,0,15.6,1080,1000,540,5.05,4,2336.95,1
1,8.0,1,16,1,0,15.6,1080,2000,97,78.4,4,8276.95,2
1,4.0,1,8,0,0,15.6,1080,1256,97,41.8,4,5373.44,1
4,0.0,1,8,0,0,14.0,1080,512,187,5.05,4,3960.0,1
2,0.0,0,4,1,0,15.6,1080,1000,530,4.61,4,1704.45,1
2,2.0,1,16,0,0,14.0,1080,512,123,17.0,4,13464.06,1
2,4.0,1,16,0,0,15.6,1080,1000,113,36.0,4,14960.0,1
4,0.0,0,8,0,0,15.6,720,1000,187,4.23,4,2666.95,1
2,0.0,0,4,0,0,14.0,1080,1000,167,4.82,4,2755.5,1
2,2.0,1,8,0,0,14.0,1080,512,187,6.33,4,4784.45,1
2,0.0,1,8,0,0,14.0,1080,1256,187,5.05,4,3244.94,1
2,2.0,1,8,0,0,14.0,1080,512,187,17.5,4,3024.94,1
2,0.0,1,8,0,0,14.0,1080,512,167,4.82,4,2952.95,1
2,0.0,1,16,0,0,14.0,2160,1000,97,10.6,6,7864.45,1
2,0.0,1,16,0,0,14.0,1440,512,97,5.05,2,11811.8,1
2,0.0,1,8,1,0,14.0,1080,512,187,5.05,4,2969.45,1
3,0.0,1,16,0,1,13.3,1080,512,97,70.9,2,13186.74,1
3,0.0,1,8,0,1,13.3,1080,512,87,102.0,4,4705.52,1
4,0.0,0,4,0,1,14.0,720,64,745,2.13,4,1484.45,1
4,0.0,0,4,0,0,14.0,720,1000,540,3.5,4,2452.45,1
